match_id,attack_mean,defense_mean,magic_mean,difficulty_mean,primary_role_Assassin_sum,primary_role_Fighter_sum,primary_role_Mage_sum,primary_role_Marksman_sum,primary_role_Support_sum,primary_role_Tank_sum,win
NA1_5218650912,6.0,4.0,4.8,4.4,0,1,1,2,0,1,True
NA1_5218651615,6.4,5.6,4.2,5.0,0,2,2,1,0,0,False
NA1_5218651615,5.8,3.8,5.4,5.8,0,1,2,2,0,0,True
NA1_5218652579,5.6,3.8,6.4,6.4,1,1,1,1,0,1,True
NA1_5218652579,1.6,2.6,5.0,3.4,0,0,3,1,0,1,False
NA1_5218656107,5.0,4.4,6.2,6.8,1,0,2,1,0,1,True
NA1_5218656107,6.2,3.4,5.2,5.6,0,1,2,2,0,0,False
NA1_5218657466,7.2,4.4,4.6,4.8,0,2,1,2,0,0,False
NA1_5218657466,4.4,4.8,6.4,5.2,0,1,2,1,0,1,True
NA1_5218657969,5.4,4.8,5.4,6.8,1,2,1,0,0,1,True
NA1_5218657969,5.8,5.4,4.6,6.2,0,2,1,0,1,1,False
NA1_5218661284,5.2,3.0,4.8,5.4,0,2,1,0,2,0,True
NA1_5218661284,5.4,4.4,4.8,6.4,2,1,0,1,0,1,False
NA1_5218661870,6.4,5.6,4.6,5.8,1,0,0,1,2,1,False
NA1_5218661870,6.4,4.6,5.2,5.8,1,0,1,2,1,0,True
NA1_5218664167,6.0,3.0,4.8,6.2,1,0,2,2,0,0,True
NA1_5218664167,5.4,5.8,5.8,5.8,1,1,0,1,0,2,False
NA1_5218664734,2.8,5.6,6.8,5.8,0,0,2,0,1,2,False
NA1_5218664734,5.0,3.6,6.4,6.4,1,1,1,1,1,0,True
NA1_5218665076,5.2,4.8,6.0,6.0,0,1,1,1,1,1,False
NA1_5218665076,5.6,3.2,6.4,6.4,0,1,2,1,1,0,True
NA1_5218667872,6.4,3.0,5.6,5.2,1,0,1,3,0,0,False
NA1_5218667872,4.2,4.0,4.8,5.8,0,1,2,0,1,1,True
NA1_5218668215,3.4,5.8,6.4,5.0,0,1,1,0,2,1,False
NA1_5218668215,5.8,4.8,5.4,3.6,1,1,0,1,0,2,True
NA1_5218668739,5.6,3.6,5.8,6.2,1,2,0,2,0,0,True
NA1_5218668739,6.6,4.4,5.0,5.2,1,1,0,2,0,1,False
NA1_5218668989,7.0,3.6,4.0,6.2,0,1,0,3,1,0,False
NA1_5218668989,6.4,4.2,5.0,3.0,0,1,0,2,1,1,True
NA1_5218670373,5.2,5.0,5.8,5.0,0,1,1,1,0,2,True
NA1_5218670373,5.6,4.0,5.4,6.8,1,2,2,0,0,0,False
NA1_5218670423,6.2,3.8,4.6,7.0,2,0,1,1,1,0,False
NA1_5218670423,4.8,3.8,3.8,4.8,0,2,1,1,0,1,True
NA1_5218670923,3.8,5.4,7.0,6.0,0,1,2,0,0,2,True
NA1_5218670923,6.6,4.8,4.0,4.4,0,0,0,3,0,2,False
NA1_5218672981,4.6,4.8,6.4,5.0,0,1,2,1,1,0,False
NA1_5218672981,6.6,4.0,4.2,6.6,1,1,1,1,0,1,True
NA1_5218673163,4.8,2.6,5.0,4.8,0,0,1,3,1,0,False
NA1_5218673163,5.4,5.0,6.0,7.4,0,2,2,0,0,1,True
NA1_5218673588,4.8,3.8,7.0,5.8,1,0,1,2,0,1,True
NA1_5218673588,6.4,6.0,3.8,4.6,2,1,1,0,0,1,False
NA1_5218674110,7.2,3.0,5.4,6.8,1,1,2,1,0,0,True
NA1_5218674110,5.8,4.8,4.4,6.2,1,1,2,0,0,1,False
NA1_5218674365,5.6,4.8,5.8,4.6,0,2,1,2,0,0,True
NA1_5218674365,7.2,4.0,3.4,4.6,0,2,0,2,1,0,False
NA1_5218676411,8.2,3.6,2.8,5.2,1,1,0,3,0,0,False
NA1_5218676411,5.6,5.2,5.4,5.4,0,1,1,1,0,2,True
NA1_5218676763,5.2,2.8,4.2,6.2,1,0,1,3,0,0,True
NA1_5218676763,5.2,3.4,6.2,5.6,1,1,2,0,1,0,False
NA1_5218677856,4.8,4.2,7.0,6.2,0,0,2,2,0,1,False
NA1_5218677856,5.8,5.6,4.8,3.8,0,1,1,1,0,2,True
NA1_5218679091,5.0,5.4,6.0,6.2,2,1,1,0,0,1,False
NA1_5218679091,6.2,3.8,5.6,5.2,0,1,1,3,0,0,True
NA1_5218679352,4.4,4.2,6.6,5.6,0,1,2,1,0,1,True
NA1_5218679352,4.2,5.6,5.8,4.6,0,1,2,0,0,2,False
NA1_5218679671,5.0,4.0,6.0,5.6,1,2,1,0,1,0,True
NA1_5218679671,5.0,6.6,5.2,7.4,1,1,1,0,0,2,False
NA1_5218679674,5.4,5.0,5.2,5.6,1,2,0,1,0,1,True
NA1_5218679674,4.6,4.0,6.4,7.2,1,1,2,1,0,0,False
NA1_5218679815,4.6,3.8,6.2,5.6,0,0,2,2,0,1,True
NA1_5218679815,4.2,3.8,5.6,5.6,1,1,2,1,0,0,False
NA1_5218679846,5.6,4.4,4.4,5.4,0,1,2,1,0,1,False
NA1_5218679846,5.8,4.4,5.2,6.8,0,0,2,1,1,1,True
NA1_5218680233,6.4,2.4,4.8,5.6,1,0,1,3,0,0,False
NA1_5218680233,6.6,4.4,3.6,6.0,1,1,0,2,0,1,True
NA1_5218681642,4.8,6.8,5.0,5.4,0,3,0,0,0,2,True
NA1_5218681642,3.4,3.2,8.4,5.8,0,0,3,1,0,1,False
NA1_5218681948,4.8,3.0,6.4,6.4,0,0,3,2,0,0,False
NA1_5218681948,6.0,5.2,5.2,5.6,0,1,1,1,1,1,True
NA1_5218682085,5.2,4.2,5.2,6.4,1,1,1,1,1,0,True
NA1_5218682085,6.4,4.6,6.0,7.8,0,2,2,1,0,0,False
NA1_5218682129,4.6,6.0,5.0,6.6,0,1,1,0,1,2,False
NA1_5218682129,4.4,3.0,6.8,5.8,0,0,3,1,1,0,True
NA1_5218682374,6.2,3.0,6.2,6.2,0,0,2,3,0,0,True
NA1_5218682374,7.8,5.4,3.8,4.2,3,1,0,0,0,1,False
NA1_5218683157,6.8,4.0,1.4,4.8,0,3,0,1,0,1,True
NA1_5218683157,6.6,4.0,5.4,5.4,0,0,1,3,0,1,False
NA1_5218683754,3.6,6.2,6.2,5.4,0,0,2,1,0,2,False
NA1_5218683754,5.0,4.8,7.0,6.8,1,1,1,1,0,1,True
NA1_5218684830,5.2,3.8,5.8,4.8,0,0,0,3,1,1,True
NA1_5218684830,5.6,5.4,4.6,5.8,1,1,1,0,1,1,False
NA1_5218685555,4.2,4.0,7.8,5.0,0,1,2,1,0,1,True
NA1_5218685555,6.0,3.6,5.4,6.4,1,0,1,2,1,0,False
NA1_5218686106,3.6,5.0,6.6,5.6,0,1,2,0,0,2,False
NA1_5218686106,6.4,3.2,5.2,6.8,0,1,1,2,1,0,True
NA1_5218688531,4.2,3.6,7.4,7.0,2,0,2,1,0,0,False
NA1_5218688531,3.6,3.2,8.0,6.6,1,0,3,0,0,1,True
NA1_5218688895,6.2,4.6,4.8,5.8,0,2,0,2,1,0,True
NA1_5218689236,6.0,5.4,5.8,4.0,0,0,1,2,0,2,False
NA1_5218689236,4.4,3.4,6.8,6.6,0,0,2,1,2,0,True
NA1_5218690225,5.4,4.0,6.4,5.2,0,1,2,1,0,1,True
NA1_5218690225,4.6,3.4,6.8,6.2,0,1,2,1,1,0,False
NA1_5218690392,6.6,4.2,5.0,5.4,2,2,1,0,0,0,False
NA1_5218690392,5.4,3.8,6.0,5.2,1,0,1,2,1,0,True
NA1_5218690733,5.8,4.6,5.0,5.8,0,0,2,2,0,1,False
NA1_5218690733,6.4,4.2,4.8,5.6,0,1,1,2,1,0,True
NA1_5218693379,7.6,4.6,3.8,4.8,0,2,0,1,1,1,False
NA1_5218693379,3.8,5.8,6.4,4.8,0,2,1,0,2,0,True
NA1_5218693832,5.4,4.8,5.2,6.4,0,0,1,1,1,2,False
NA1_5218693832,5.4,3.2,6.2,6.0,1,1,2,1,0,0,True
NA1_5218695041,5.8,4.0,5.6,6.6,0,0,2,2,0,1,False
NA1_5218695041,3.2,4.0,5.2,3.6,0,2,2,0,1,0,True
NA1_5218696822,3.8,2.6,2.2,3.2,0,0,0,2,3,0,False
NA1_5218696822,5.0,6.0,5.6,5.2,0,2,2,0,0,1,True
NA1_5218696860,6.8,3.8,4.2,4.2,0,3,0,2,0,0,False
NA1_5218696860,5.0,4.6,6.0,6.4,0,2,1,1,1,0,True
NA1_5218697770,6.0,4.4,4.8,4.0,0,2,2,1,0,0,True
NA1_5218697770,5.0,5.2,5.8,5.6,0,2,1,1,0,1,False
NA1_5218698152,6.6,5.0,3.8,4.6,1,2,1,1,0,0,True
NA1_5218698201,6.8,5.2,4.6,5.6,1,1,0,1,1,1,True
NA1_5218698201,4.4,3.6,7.6,6.4,0,0,2,1,2,0,False
NA1_5218698544,6.4,4.4,4.4,6.6,1,1,1,1,1,0,True
NA1_5218698544,5.8,4.8,4.4,4.0,0,1,1,2,0,1,False
NA1_5218699901,6.2,4.0,5.6,6.4,0,2,2,1,0,0,True
NA1_5218699901,5.2,5.0,5.0,5.2,1,1,0,1,1,1,False
NA1_5218700017,5.4,4.2,6.0,5.0,1,2,1,1,0,0,True
NA1_5218700017,4.0,3.6,7.4,6.4,1,0,2,1,1,0,False
NA1_5218700650,5.4,3.8,5.6,5.2,0,0,1,3,0,1,True
NA1_5218700650,5.8,5.2,5.6,5.4,2,2,1,0,0,0,False
NA1_5218701124,4.2,3.8,7.0,5.4,0,0,2,0,2,1,False
NA1_5218701124,5.8,4.4,5.6,6.2,0,1,2,1,0,1,True
NA1_5218701960,5.8,5.2,4.6,6.6,0,1,1,1,1,1,False
NA1_5218701960,5.4,3.6,5.2,4.6,0,2,2,1,0,0,True
NA1_5218701966,4.4,4.6,6.6,6.6,0,2,2,0,1,0,True
NA1_5218701966,4.6,5.4,6.4,6.2,1,1,1,0,1,1,False
NA1_5218702095,6.4,3.8,5.2,5.2,0,0,1,3,1,0,True
NA1_5218702095,4.8,4.8,6.4,6.0,0,1,1,1,1,1,False
NA1_5218702771,6.8,5.8,4.0,4.4,0,1,0,1,1,2,True
NA1_5218702771,5.6,4.8,6.2,5.2,0,3,1,1,0,0,False
NA1_5218702918,5.0,2.4,3.2,5.2,1,0,0,3,1,0,True
NA1_5218702918,6.4,4.0,5.2,5.6,0,2,0,1,2,0,False
NA1_5218705342,6.6,4.4,4.2,5.2,0,1,0,2,2,0,False
NA1_5218705342,5.6,3.4,5.6,4.0,0,2,2,1,0,0,True
NA1_5218706038,5.0,4.4,6.4,6.4,1,1,1,1,1,0,True
NA1_5218706038,6.0,4.2,5.2,6.0,0,1,1,2,1,0,False
NA1_5218706222,4.6,4.8,6.8,7.0,3,0,0,0,1,1,False
NA1_5218706222,5.2,5.8,5.0,5.4,0,2,0,1,1,1,True
NA1_5218707411,6.4,3.6,4.0,6.0,0,2,2,1,0,0,True
NA1_5218707411,6.4,4.8,6.0,6.2,1,2,1,0,0,1,False
NA1_5218708462,4.2,4.8,7.0,5.8,0,0,3,1,0,1,True
NA1_5218708462,5.0,4.8,6.0,4.6,1,0,1,1,0,2,False
NA1_5218708806,4.8,3.2,6.6,6.4,1,0,2,0,1,1,False
NA1_5218708806,5.6,3.4,5.2,4.8,0,1,1,2,1,0,True
NA1_5218709429,6.6,3.8,5.0,5.2,0,2,1,2,0,0,True
NA1_5218709615,4.6,4.0,7.2,6.0,0,1,2,2,0,0,True
NA1_5218709679,4.2,4.0,4.6,4.0,0,1,1,1,1,1,False
NA1_5218709679,6.0,4.8,5.2,6.2,0,1,1,2,0,1,True
NA1_5218710355,8.2,3.8,4.0,6.4,3,1,1,0,0,0,False
NA1_5218710355,6.6,3.6,4.8,5.4,0,2,1,2,0,0,True
NA1_5218710883,3.4,4.6,6.4,6.6,0,1,2,1,0,1,False
NA1_5218710883,4.6,3.6,7.2,5.2,0,1,2,1,1,0,True
NA1_5218711009,5.6,4.4,4.4,6.6,2,1,0,1,0,1,False
NA1_5218711009,5.2,5.2,5.6,5.6,0,2,1,1,0,1,True
NA1_5218711068,4.0,5.4,7.0,4.8,0,1,3,0,0,1,True
NA1_5218711068,4.6,4.8,6.2,5.0,1,1,1,1,0,1,False
NA1_5218711448,6.6,4.2,4.0,4.0,1,1,1,1,1,0,True
NA1_5218711448,5.4,3.6,5.4,4.6,1,0,0,1,3,0,False
NA1_5218714695,4.6,3.4,5.4,4.4,0,1,2,1,1,0,False
NA1_5218714695,5.4,6.4,4.8,6.0,1,1,0,1,1,1,True
NA1_5218715911,5.0,4.8,5.4,6.0,0,1,2,1,0,1,True
NA1_5218715911,5.8,6.2,4.0,5.0,1,0,1,1,0,2,False
NA1_5218716337,5.6,3.6,6.0,8.0,1,1,2,0,1,0,False
NA1_5218716337,7.2,4.4,4.4,4.6,0,1,0,2,0,2,True
NA1_5218716815,8.2,4.0,3.8,5.8,0,1,0,3,0,1,False
NA1_5218716815,5.4,4.4,5.8,5.0,0,1,1,1,1,1,True
NA1_5218716850,5.2,4.0,5.8,5.0,0,1,2,1,1,0,True
NA1_5218716850,3.6,5.2,5.2,6.4,2,0,1,0,0,2,False
NA1_5218717092,3.4,4.4,7.0,6.2,0,1,3,0,0,1,False
NA1_5218717092,6.0,4.2,5.8,4.4,0,0,0,2,1,2,True
NA1_5218719395,3.8,6.4,6.4,5.4,0,0,2,1,0,2,True
NA1_5218719395,6.0,4.4,5.4,5.4,1,1,0,1,1,1,False
NA1_5218719569,5.2,4.8,5.4,7.0,2,2,1,0,0,0,False
NA1_5218719569,3.4,4.6,7.4,4.6,0,1,3,0,1,0,True
NA1_5218721056,5.6,4.8,5.8,6.6,1,1,2,0,1,0,True
NA1_5218721056,6.0,6.0,4.0,3.0,0,1,0,2,0,2,False
NA1_5218722033,5.4,4.8,5.2,6.2,1,1,1,1,0,1,True
NA1_5218722033,4.8,5.0,6.6,6.8,0,0,2,1,1,1,False
NA1_5218722198,5.6,4.2,3.6,4.2,0,2,0,0,2,1,False
NA1_5218722198,6.4,4.4,5.2,4.4,0,3,0,1,1,0,True
NA1_5218722231,4.8,4.2,6.4,5.8,0,0,3,2,0,0,True
NA1_5218722231,3.6,3.0,7.6,6.6,0,0,2,1,2,0,False
NA1_5218723099,3.8,5.8,6.4,4.8,0,0,2,1,0,2,True
NA1_5218723099,6.2,5.0,4.0,5.4,1,1,1,1,0,1,False
NA1_5218723889,4.2,3.8,6.8,6.0,0,0,3,2,0,0,True
NA1_5218723889,5.0,4.2,5.4,4.6,0,1,1,1,1,1,False
NA1_5218724636,4.6,5.8,6.0,3.4,0,1,1,1,0,2,True
NA1_5218725337,5.2,4.4,6.6,6.2,1,1,1,1,0,1,True
NA1_5218725337,7.8,5.0,4.6,4.8,0,2,0,2,0,1,False
NA1_5218725372,7.0,4.2,4.4,5.6,1,2,1,1,0,0,True
NA1_5218725372,3.8,4.8,7.0,6.8,1,1,1,1,1,0,False
NA1_5218726114,5.4,3.8,5.2,7.8,1,2,0,1,1,0,True
NA1_5218726114,5.8,3.0,6.2,5.8,2,0,2,1,0,0,False
NA1_5218726149,5.2,5.8,5.8,5.2,1,2,0,0,0,2,False
NA1_5218726149,4.6,3.4,7.4,5.6,0,0,2,1,1,1,True
NA1_5218727077,5.0,3.0,6.8,5.0,0,1,2,2,0,0,True
NA1_5218727077,5.6,5.0,5.0,5.6,0,1,2,1,0,1,False
NA1_5218727278,4.6,3.8,4.6,5.4,0,0,1,1,2,1,True
NA1_5218727278,4.8,4.0,6.6,6.8,2,0,1,1,0,1,False
NA1_5218728276,4.8,4.0,6.8,6.6,1,0,2,2,0,0,True
NA1_5218728276,2.8,3.0,7.8,7.2,1,0,3,1,0,0,False
NA1_5218728334,5.6,4.6,5.4,4.8,0,1,1,1,0,2,True
NA1_5218728334,5.4,3.6,5.4,6.2,0,3,1,1,0,0,False
NA1_5218728853,7.6,4.8,3.2,3.4,1,2,0,2,0,0,False
NA1_5218728853,5.4,4.6,5.6,5.8,0,1,1,1,1,1,True
NA1_5218729104,5.2,5.8,4.8,5.8,2,0,1,1,0,1,False
NA1_5218729104,8.4,4.2,3.0,3.4,1,2,0,1,1,0,True
NA1_5218729380,4.4,4.0,6.6,5.2,0,1,1,2,0,1,True
NA1_5218729380,5.4,5.2,4.0,4.8,0,1,1,1,1,1,False
NA1_5218730875,4.4,4.8,6.4,4.8,0,1,0,1,1,2,True
NA1_5218730875,5.6,5.8,5.0,5.6,0,1,1,2,0,1,False
NA1_5218731062,4.8,5.0,5.8,5.2,0,1,1,2,0,1,True
NA1_5218731062,4.4,5.2,5.6,6.2,1,0,2,0,1,1,False
NA1_5218732440,6.2,2.6,6.0,6.6,0,1,1,2,1,0,False
NA1_5218732440,5.4,4.2,5.8,5.2,0,1,2,1,0,1,True
NA1_5218732601,4.0,4.4,6.2,6.0,0,2,0,0,2,1,False
NA1_5218732601,4.8,3.2,6.2,5.4,0,1,1,2,1,0,True
NA1_5218732925,7.0,3.8,5.4,5.0,0,0,2,3,0,0,True
NA1_5218732925,4.6,4.0,6.0,5.2,0,1,2,1,0,1,False
NA1_5218732983,5.2,5.0,4.8,5.0,0,1,0,1,1,2,False
NA1_5218732983,6.4,3.8,5.0,6.0,0,1,1,2,1,0,True
NA1_5218734113,5.2,5.4,6.2,5.4,0,2,1,0,1,1,False
NA1_5218734113,5.4,3.2,4.8,4.4,0,2,2,1,0,0,True
NA1_5218734198,5.8,3.0,3.2,4.0,1,1,0,2,1,0,False
NA1_5218734198,6.8,4.2,5.0,5.0,0,2,1,1,1,0,True
NA1_5218736284,3.6,1.8,6.4,3.2,1,0,1,0,2,1,False
NA1_5218736284,6.4,3.8,5.0,5.6,0,2,1,2,0,0,True
NA1_5218736377,5.4,4.4,5.4,4.6,0,2,2,1,0,0,True
NA1_5218736377,7.6,3.4,3.8,6.0,2,1,0,2,0,0,False
NA1_5218736703,6.8,4.0,4.6,5.4,0,1,1,2,0,1,True
NA1_5218736703,5.4,4.0,5.8,5.2,0,1,2,2,0,0,False
NA1_5218737062,5.2,6.0,3.8,4.8,0,0,1,1,0,3,False
NA1_5218737062,6.4,4.2,5.4,5.4,1,0,0,2,1,1,True
NA1_5218737507,5.6,3.2,3.8,4.2,1,0,2,1,0,1,True
NA1_5218737507,6.0,4.6,5.2,5.8,0,2,1,1,0,1,False
NA1_5218738092,6.8,3.8,4.4,5.6,0,2,1,2,0,0,False
NA1_5218738092,4.8,3.6,6.2,5.4,0,1,2,2,0,0,True
NA1_5218740409,6.6,4.8,5.4,5.2,0,3,1,0,0,1,True
NA1_5218740409,6.0,3.8,4.8,6.8,2,2,0,1,0,0,False
NA1_5218740604,5.0,3.4,6.2,6.4,1,1,1,0,1,1,True
NA1_5218740604,5.6,3.8,6.4,4.6,0,1,2,2,0,0,False
NA1_5218741355,4.6,4.0,6.8,6.2,1,0,1,1,0,2,False
NA1_5218741355,3.6,3.4,7.0,6.6,0,0,3,1,0,1,True
NA1_5218741358,4.6,3.4,7.2,5.4,0,0,3,1,1,0,True
NA1_5218741358,3.6,2.6,8.0,5.4,0,0,3,1,1,0,False
NA1_5218741721,7.2,3.6,4.2,5.6,1,2,1,1,0,0,False
NA1_5218741721,4.0,3.6,7.2,6.6,0,1,2,0,1,1,True
NA1_5218741890,5.2,5.0,5.2,6.2,0,0,1,3,0,1,False
NA1_5218741890,4.6,5.4,6.0,4.2,1,2,1,0,0,1,True
NA1_5218744040,4.8,3.2,8.0,6.6,0,1,2,1,1,0,True
NA1_5218744040,7.4,4.6,3.4,5.8,2,1,0,1,1,0,False
NA1_5218744086,4.8,5.2,5.2,5.6,2,1,1,0,0,1,True
NA1_5218744086,3.2,5.0,6.8,6.4,0,0,2,0,1,2,False
NA1_5218744312,5.2,5.2,5.2,5.4,0,0,0,2,0,3,True
NA1_5218744312,5.8,5.0,5.8,5.4,1,3,1,0,0,0,False
NA1_5218746507,5.2,3.8,6.4,6.2,1,0,2,2,0,0,True
NA1_5218746507,5.6,4.2,6.2,5.6,0,3,1,0,1,0,False
NA1_5218748142,7.2,3.6,4.2,6.6,0,0,1,3,1,0,True
NA1_5218748142,5.0,4.4,5.4,7.4,0,1,1,0,2,1,False
NA1_5218748522,7.0,2.4,4.0,5.2,1,1,1,2,0,0,False
NA1_5218748522,3.2,5.4,6.8,4.8,0,1,3,0,1,0,True
NA1_5218749640,5.6,2.8,6.2,7.2,1,0,1,3,0,0,False
NA1_5218749640,4.8,4.8,6.0,4.0,0,0,2,2,0,1,True
NA1_5218750332,4.6,4.8,5.8,6.4,1,1,2,0,0,1,False
NA1_5218750332,5.6,4.2,5.8,4.8,0,0,1,2,1,1,True
NA1_5218750401,6.0,3.2,5.6,5.6,0,3,0,2,0,0,True
NA1_5218750401,6.8,4.8,4.6,5.8,1,0,0,2,1,1,False
NA1_5218750507,3.2,4.4,7.8,6.4,1,1,2,0,1,0,False
NA1_5218750507,4.8,3.6,6.2,5.4,0,0,2,2,1,0,True
NA1_5218751348,6.2,5.2,4.2,4.8,0,3,0,0,1,1,True
NA1_5218751348,2.8,4.2,8.6,4.8,0,1,2,0,1,1,False
NA1_5218752577,4.2,3.4,7.2,4.8,0,0,1,1,2,1,False
NA1_5218752577,4.8,3.6,5.4,6.2,2,1,2,0,0,0,True
NA1_5218753135,4.2,3.8,6.4,5.8,1,0,1,1,1,1,False
NA1_5218753135,5.8,4.6,6.6,5.4,0,1,1,2,0,1,True
NA1_5218753156,5.6,4.0,5.6,5.8,0,1,1,2,0,1,True
NA1_5218753156,5.8,4.8,6.6,7.2,0,0,2,1,0,2,False
NA1_5218753330,7.8,4.0,3.4,5.0,0,3,0,2,0,0,False
NA1_5218753330,7.0,3.2,4.4,5.0,0,3,1,1,0,0,True
NA1_5218754072,3.4,4.0,5.6,3.8,0,0,1,2,1,1,True
NA1_5218754072,6.0,2.8,5.0,6.0,0,0,2,3,0,0,False
NA1_5218754451,5.8,4.6,4.4,5.4,1,1,2,1,0,0,False
NA1_5218754451,4.6,4.8,6.2,5.6,0,1,1,1,1,1,True
NA1_5218755459,4.0,4.6,6.6,6.8,0,1,3,1,0,0,True
NA1_5218755459,6.0,4.4,6.2,7.2,2,1,0,2,0,0,False
NA1_5218755978,4.6,4.0,6.2,6.8,0,1,1,1,2,0,False
NA1_5218755978,6.8,5.0,3.4,4.6,0,2,1,1,0,1,True
NA1_5218756005,3.0,4.2,5.0,4.4,0,0,3,1,0,1,False
NA1_5218756005,5.6,4.8,6.2,5.8,1,0,1,1,1,1,True
NA1_5218756853,3.6,4.4,6.4,5.8,0,0,3,1,0,1,False
NA1_5218757455,5.4,4.8,5.0,5.0,0,2,1,1,1,0,True
NA1_5218757455,4.0,5.6,6.6,5.4,1,0,0,1,1,2,False
NA1_5218757565,4.8,4.0,5.6,5.4,0,1,2,1,1,0,False
NA1_5218757565,6.4,4.6,4.6,5.6,0,3,1,1,0,0,True
NA1_5218757886,3.8,4.6,7.4,4.6,0,0,3,1,0,1,False
NA1_5218757886,4.2,5.8,7.0,6.0,0,1,2,0,1,1,True
NA1_5218759041,5.6,5.6,5.2,5.8,1,0,2,1,0,1,True
NA1_5218759041,4.2,4.2,4.0,4.6,0,0,2,2,0,1,False
NA1_5218759251,5.2,4.6,5.8,7.0,2,1,1,0,0,1,False
NA1_5218759251,5.0,5.4,6.0,4.4,0,1,2,1,0,1,True
NA1_5218759391,6.2,6.2,4.8,5.0,1,1,0,1,0,2,True
NA1_5218759391,4.6,4.6,7.0,4.6,0,1,3,0,1,0,False
NA1_5218759653,7.6,3.8,3.6,5.6,0,1,1,1,1,1,True
NA1_5218759653,6.0,2.8,5.6,5.4,1,1,1,1,1,0,False
NA1_5218760048,6.0,5.2,5.2,5.8,2,1,0,1,0,1,True
NA1_5218760048,6.2,3.8,4.8,6.4,0,0,1,2,0,2,False
NA1_5218761633,6.4,5.0,3.8,5.0,0,1,1,2,0,1,True
NA1_5218761633,6.6,3.8,4.0,5.0,0,2,1,2,0,0,False
NA1_5218765819,5.0,5.2,4.6,5.2,1,1,1,1,1,0,False
NA1_5218765819,4.6,4.0,7.0,5.2,1,2,2,0,0,0,True
NA1_5218766921,4.4,3.0,4.8,5.0,1,0,3,0,0,1,False
NA1_5218766921,6.8,3.8,4.0,5.4,1,2,1,1,0,0,True
NA1_5218767354,4.2,5.8,5.4,5.0,0,0,2,1,0,2,True
NA1_5218767354,5.8,3.8,5.4,5.0,0,0,1,2,1,1,False
NA1_5218768168,7.8,3.8,4.0,5.6,0,2,0,3,0,0,False
NA1_5218768168,2.6,3.0,6.4,4.8,0,1,3,1,0,0,True
NA1_5218768384,4.4,5.0,6.0,6.0,0,1,1,1,2,0,True
NA1_5218768388,6.6,5.6,5.0,5.2,0,2,1,1,0,1,True
NA1_5218768388,5.2,5.4,6.4,4.6,1,0,1,1,0,2,False
NA1_5218768668,4.2,3.4,7.4,5.4,0,1,2,1,1,0,False
NA1_5218768668,4.4,3.8,7.4,7.4,0,2,2,0,1,0,True
NA1_5218768990,5.0,5.0,6.2,3.8,0,1,1,1,1,1,True
NA1_5218768990,5.6,4.4,5.4,6.0,0,1,1,2,0,1,False
NA1_5218769207,5.2,3.6,5.0,4.8,0,1,1,1,2,0,False
NA1_5218769207,5.0,3.2,6.0,6.0,1,0,1,1,1,1,True
NA1_5218769578,4.6,3.6,6.0,7.6,1,1,2,0,1,0,False
NA1_5218769578,3.4,3.8,7.4,6.4,0,0,3,1,0,1,True
NA1_5218769730,6.2,3.8,5.2,7.0,1,0,2,2,0,0,False
NA1_5218769730,5.4,3.6,5.8,5.4,1,2,2,0,0,0,True
NA1_5218771205,6.2,5.0,3.6,6.0,0,2,1,1,0,1,True
NA1_5218771205,5.4,5.6,5.6,6.2,1,2,1,0,0,1,False
NA1_5218775178,7.0,3.0,5.0,5.4,1,0,0,2,1,1,False
NA1_5218775178,6.2,5.2,4.6,5.6,1,2,0,0,1,1,True
NA1_5218775692,6.8,4.4,3.6,6.6,0,2,0,2,0,1,False
NA1_5218775692,6.6,5.2,3.8,5.2,1,1,1,1,0,1,True
NA1_5218775963,6.0,3.4,6.2,5.4,0,0,1,3,0,1,True
NA1_5218775963,5.8,4.6,5.0,4.8,0,2,1,1,1,0,False
NA1_5218777757,3.8,3.6,8.0,8.2,1,1,3,0,0,0,True
NA1_5218777757,3.6,3.8,7.2,7.0,0,1,3,0,0,1,False
NA1_5218778002,7.6,4.2,3.2,4.0,1,1,1,2,0,0,False
NA1_5218778002,6.4,4.8,4.6,5.4,0,1,2,1,0,1,True
NA1_5218778408,5.4,3.6,5.2,5.6,1,1,2,1,0,0,True
NA1_5218778408,6.8,5.2,4.0,5.6,0,3,1,1,0,0,False
NA1_5218779023,5.6,3.4,3.4,4.2,0,1,0,2,1,1,True
NA1_5218779023,3.6,6.2,7.2,3.8,1,0,1,0,0,3,False
NA1_5218779699,6.8,4.4,4.8,5.6,0,1,0,3,0,1,True
NA1_5218779699,3.8,6.4,6.2,4.0,1,1,1,0,0,2,False
NA1_5218780746,4.4,4.8,6.8,7.0,1,1,2,0,0,1,True
NA1_5218780746,6.4,5.0,5.2,5.8,2,1,0,1,0,1,False
NA1_5218781573,6.0,4.4,5.8,4.6,0,0,2,3,0,0,True
NA1_5218781573,5.2,4.4,5.6,6.2,0,0,1,2,1,1,False
NA1_5218782139,6.0,4.4,5.2,5.6,0,0,1,3,0,1,True
NA1_5218782139,4.4,3.8,6.8,7.0,1,1,2,1,0,0,False
NA1_5218783085,8.4,3.4,3.6,5.4,0,1,0,3,0,1,False
NA1_5218783085,6.6,3.2,5.2,6.6,0,2,1,2,0,0,True
NA1_5218783097,5.4,6.0,4.8,3.6,0,2,1,1,0,1,True
NA1_5218783097,7.8,3.2,5.4,6.0,2,1,0,2,0,0,False
