match_id,attack_mean,defense_mean,magic_mean,difficulty_mean,primary_role_Assassin_sum,primary_role_Fighter_sum,primary_role_Mage_sum,primary_role_Marksman_sum,primary_role_Support_sum,primary_role_Tank_sum,win
NA1_5220176080,5.2,3.6,5.2,6.4,1,1,2,1,0,0,False
NA1_5220176080,4.8,5.2,6.0,5.6,0,1,2,1,1,0,True
NA1_5220176641,6.4,3.2,5.0,5.4,2,0,2,1,0,0,False
NA1_5220176641,6.2,4.6,3.4,5.0,0,1,1,2,1,0,True
NA1_5220176840,4.6,3.2,6.8,7.4,0,1,2,1,0,1,False
NA1_5220176840,5.2,5.4,5.8,6.0,0,0,1,2,0,2,True
NA1_5220177359,5.0,5.4,6.0,5.4,0,1,2,1,0,1,True
NA1_5220177623,5.8,4.4,4.4,6.2,1,2,1,1,0,0,False
NA1_5220177623,5.4,3.2,6.4,7.0,1,0,1,1,1,1,True
NA1_5220177749,3.8,3.8,5.4,4.4,1,1,1,1,0,1,True
NA1_5220177749,6.6,4.8,4.4,6.0,0,0,1,2,1,1,False
NA1_5220178450,4.2,5.6,5.2,4.6,0,1,0,0,1,3,False
NA1_5220178450,6.0,4.4,6.0,6.8,0,2,1,1,1,0,True
NA1_5220180371,4.8,4.0,7.0,5.8,2,1,1,1,0,0,True
NA1_5220180371,5.8,4.6,5.2,4.8,0,1,0,2,1,1,False
NA1_5220180470,2.4,7.2,7.6,4.0,0,0,2,0,0,3,False
NA1_5220180470,5.2,4.6,5.4,3.8,0,1,2,1,0,1,True
NA1_5220180760,6.2,3.6,5.2,5.4,0,1,1,2,1,0,False
NA1_5220180760,7.6,3.0,4.8,5.2,0,1,1,3,0,0,True
NA1_5220181324,4.0,3.8,3.8,4.6,0,2,1,1,1,0,True
NA1_5220181324,4.4,3.8,7.0,6.6,0,1,2,1,1,0,False
NA1_5220181650,6.0,3.2,5.4,6.0,1,1,0,2,1,0,False
NA1_5220181650,4.8,3.4,6.6,4.4,0,1,2,2,0,0,True
NA1_5220182908,4.4,5.0,5.4,4.2,0,1,2,1,0,1,True
NA1_5220182908,3.8,5.4,7.0,6.0,0,0,2,1,0,2,False
NA1_5220183515,5.6,5.2,6.0,5.8,0,0,1,2,1,1,True
NA1_5220183515,5.2,5.0,5.4,5.8,0,2,1,1,0,1,False
NA1_5220184930,6.8,5.4,4.2,4.6,0,2,0,2,0,1,False
NA1_5220184930,4.2,3.8,6.8,6.0,1,1,1,1,0,1,True
NA1_5220185035,4.8,4.6,6.8,6.8,0,1,2,0,1,1,False
NA1_5220185035,4.6,5.0,5.0,5.8,1,1,0,1,1,1,True
NA1_5220185278,5.2,3.4,5.8,5.0,1,1,2,1,0,0,True
NA1_5220185278,4.4,6.8,5.2,5.8,0,2,2,0,0,1,False
NA1_5220185299,4.2,4.8,4.0,4.8,0,2,1,1,0,1,True
NA1_5220185299,3.0,2.6,5.2,5.6,0,1,2,1,1,0,False
NA1_5220185554,3.2,3.6,7.8,5.2,0,1,3,0,1,0,False
NA1_5220185554,5.4,6.4,5.0,6.0,0,1,1,1,0,2,True
NA1_5220185780,5.8,5.4,4.4,4.4,0,2,1,1,0,1,False
NA1_5220185780,5.2,4.0,5.8,5.6,1,0,1,1,2,0,True
NA1_5220186102,5.4,4.6,4.0,5.2,0,1,1,2,1,0,True
NA1_5220186102,5.0,4.4,6.2,6.0,0,0,1,2,1,1,False
NA1_5220187050,4.6,5.0,6.2,4.6,0,1,1,1,1,1,True
NA1_5220187050,6.0,5.0,4.6,5.4,0,2,1,0,1,1,False
NA1_5220187592,6.0,3.6,5.0,5.2,2,0,0,2,1,0,False
NA1_5220187592,6.8,6.0,4.8,6.6,1,2,0,0,1,1,True
NA1_5220187676,6.0,5.2,5.2,6.2,1,0,0,1,1,2,False
NA1_5220187676,5.8,3.2,5.2,5.8,0,1,1,1,2,0,True
NA1_5220188118,5.6,5.0,5.4,5.4,0,2,1,0,1,1,False
NA1_5220188118,6.0,4.2,4.8,4.6,0,1,0,1,1,2,True
NA1_5220188281,5.6,3.8,5.8,5.8,1,1,1,1,1,0,False
NA1_5220188281,4.4,2.8,4.8,4.8,0,0,2,2,0,1,True
NA1_5220189057,3.8,4.2,5.6,6.8,1,0,1,1,2,0,True
NA1_5220189057,5.6,4.2,5.2,4.0,1,0,0,1,2,1,False
NA1_5220189430,6.2,4.0,6.2,6.0,1,2,1,0,1,0,True
NA1_5220189430,4.2,5.0,5.0,5.6,1,1,1,1,0,1,False
NA1_5220189698,6.8,4.8,5.2,5.6,1,1,1,2,0,0,False
NA1_5220189698,4.8,5.0,6.0,6.2,0,0,2,1,1,1,True
NA1_5220189707,4.8,3.6,6.0,6.0,0,1,3,1,0,0,False
NA1_5220189707,5.4,4.4,3.8,4.6,0,3,1,0,0,1,True
NA1_5220189866,6.0,4.0,6.6,5.6,0,0,1,2,1,1,False
NA1_5220189866,4.0,4.4,6.6,5.0,0,0,2,1,1,1,True
NA1_5220191425,7.8,4.0,5.4,4.8,0,1,0,3,0,1,True
NA1_5220191425,6.8,4.8,4.4,5.2,1,2,1,1,0,0,False
NA1_5220191877,7.4,4.8,3.4,2.8,0,2,0,2,0,1,True
NA1_5220191877,4.4,2.4,8.0,6.4,0,0,3,0,2,0,False
NA1_5220192211,5.0,5.4,6.2,7.0,0,1,1,0,1,2,True
NA1_5220192211,4.8,4.6,5.6,5.0,0,3,2,0,0,0,False
NA1_5220192401,4.6,4.4,5.8,6.4,1,2,0,1,0,1,False
NA1_5220192401,4.6,5.0,3.8,3.8,0,0,0,1,2,2,True
NA1_5220192613,5.6,5.0,5.4,4.8,0,2,1,1,0,1,False
NA1_5220192613,4.2,5.4,6.2,7.6,0,3,2,0,0,0,True
NA1_5220192795,5.0,6.4,5.2,4.6,0,0,1,1,0,3,True
NA1_5220192795,6.0,3.8,5.4,5.8,0,1,2,2,0,0,False
NA1_5220192935,5.6,5.6,4.0,4.8,2,0,1,0,1,1,True
NA1_5220192935,3.4,4.4,5.4,4.2,0,1,1,1,1,1,False
NA1_5220193798,5.8,6.0,4.2,4.6,0,1,0,1,0,3,False
NA1_5220193798,6.0,6.4,4.4,4.4,0,2,2,0,0,1,True
NA1_5220194178,5.4,3.2,3.4,4.8,0,1,0,2,2,0,False
NA1_5220194178,6.2,4.6,4.8,6.8,0,2,1,1,0,1,True
NA1_5220194311,4.4,4.2,6.4,5.2,0,1,2,1,0,1,True
NA1_5220194311,3.0,5.0,5.2,5.6,1,0,2,0,0,2,False
NA1_5220194734,6.0,4.4,5.4,5.6,2,1,0,0,2,0,False
NA1_5220194734,4.6,4.4,6.6,7.0,0,1,2,1,1,0,True
NA1_5220195090,7.0,5.4,4.4,5.2,0,2,1,0,1,1,False
NA1_5220195090,5.4,3.6,3.4,4.6,0,1,2,2,0,0,True
NA1_5220195318,7.2,4.4,4.2,5.4,0,2,1,2,0,0,False
NA1_5220195318,4.2,5.0,5.6,7.6,0,0,2,2,0,1,True
NA1_5220196089,4.8,3.8,6.8,4.2,0,1,2,1,1,0,False
NA1_5220196089,5.0,5.6,5.2,5.8,1,1,1,0,1,1,True
NA1_5220196213,4.6,4.6,6.2,4.6,0,1,2,1,1,0,True
NA1_5220196213,5.2,4.2,2.4,4.0,0,1,0,2,0,2,False
NA1_5220197741,6.0,5.8,4.4,6.0,0,2,1,1,1,0,False
NA1_5220197741,5.2,4.0,6.8,5.6,0,0,2,2,0,1,True
NA1_5220198016,5.8,3.2,6.8,6.4,1,1,1,2,0,0,False
NA1_5220198016,3.6,4.8,6.2,7.0,1,0,1,1,0,2,True
NA1_5220199078,2.8,5.2,6.6,6.0,0,1,3,0,0,1,True
NA1_5220199078,5.8,4.2,5.4,5.8,1,2,0,1,0,1,False
NA1_5220199485,6.4,4.8,4.4,4.8,1,2,1,1,0,0,True
NA1_5220199485,5.2,3.8,5.6,5.4,0,0,2,2,1,0,False
NA1_5220199766,5.8,5.8,5.4,6.0,1,0,1,1,1,1,False
NA1_5220199766,5.2,4.4,5.0,5.0,0,1,1,2,0,1,True
NA1_5220200061,4.8,4.2,4.0,6.2,3,0,1,1,0,0,False
NA1_5220200061,5.2,5.6,4.8,4.0,0,1,1,1,0,2,True
NA1_5220200629,7.0,3.8,3.6,6.8,1,2,0,1,1,0,True
NA1_5220200629,4.4,4.2,6.4,6.2,1,1,2,0,1,0,False
NA1_5220201071,7.2,3.6,3.6,4.8,0,2,1,2,0,0,False
NA1_5220201071,5.8,1.6,4.4,4.2,0,0,1,1,3,0,True
NA1_5220201724,6.0,4.0,5.8,6.8,2,1,0,0,2,0,False
NA1_5220201724,3.8,4.0,7.6,7.2,0,1,3,0,0,1,True
NA1_5220202361,5.0,4.4,6.4,5.6,0,0,2,1,1,1,False
NA1_5220202361,4.0,4.2,6.8,5.6,1,2,1,0,0,1,True
NA1_5220202761,4.2,3.4,5.6,4.8,0,1,2,1,1,0,True
NA1_5220202761,5.4,3.2,5.0,5.2,0,2,2,1,0,0,False
NA1_5220203602,6.0,4.8,6.2,5.8,0,1,2,1,0,1,True
NA1_5220203602,5.6,3.0,6.2,6.8,2,0,1,2,0,0,False
NA1_5220204231,5.6,3.8,3.6,3.4,0,3,2,0,0,0,False
NA1_5220204231,4.2,4.8,6.0,6.8,1,1,1,0,1,1,True
NA1_5220204442,3.8,4.0,7.4,6.0,0,0,3,1,1,0,False
NA1_5220204442,7.4,4.4,5.8,6.6,1,1,1,2,0,0,True
NA1_5220204448,5.4,5.0,5.6,7.2,1,0,0,2,0,2,False
NA1_5220204448,6.8,4.0,5.2,7.0,0,1,2,1,1,0,True
NA1_5220205612,6.0,4.0,4.4,5.6,0,1,2,2,0,0,False
NA1_5220205612,5.2,5.0,2.8,3.8,0,1,0,2,1,1,True
NA1_5220205992,6.8,3.6,5.4,4.0,1,1,1,0,2,0,True
NA1_5220205992,5.6,5.0,5.6,5.8,0,0,1,2,1,1,False
NA1_5220205995,3.8,3.4,7.8,5.8,0,2,2,0,0,1,True
NA1_5220205995,5.2,5.2,6.4,5.6,1,1,2,0,0,1,False
NA1_5220206486,6.4,5.0,4.8,5.8,1,0,0,2,1,1,False
NA1_5220206486,5.4,4.4,5.6,4.6,0,0,1,2,0,2,True
NA1_5220206658,5.6,3.8,5.4,4.8,1,1,1,1,1,0,False
NA1_5220206658,4.8,4.0,3.8,4.2,0,2,0,1,1,1,True
NA1_5220206752,5.0,4.2,6.0,6.2,0,0,2,1,1,1,True
NA1_5220206752,5.4,4.6,5.8,5.4,0,0,2,1,1,1,False
NA1_5220206827,4.4,5.0,6.4,5.6,0,0,3,1,1,0,False
NA1_5220206827,6.8,5.0,4.2,4.4,0,1,0,2,1,1,True
NA1_5220206926,4.2,3.0,7.2,6.4,1,1,1,0,2,0,True
NA1_5220206926,5.6,4.6,6.4,6.4,1,3,1,0,0,0,False
NA1_5220207187,5.2,3.6,5.6,5.8,0,1,1,1,2,0,True
NA1_5220207187,4.8,5.0,5.4,6.6,0,2,1,1,1,0,False
NA1_5220207554,5.0,4.0,5.8,4.0,1,0,1,2,1,0,True
NA1_5220207554,2.8,4.4,5.4,4.6,0,0,1,1,2,1,False
NA1_5220207873,5.0,4.0,6.2,6.0,0,3,1,0,1,0,False
NA1_5220207873,5.6,6.4,5.6,4.6,0,1,1,1,0,2,True
NA1_5220208566,6.4,4.2,5.0,5.2,1,1,1,2,0,0,False
NA1_5220208566,4.2,3.2,7.2,6.6,1,1,0,1,1,1,True
NA1_5220208867,4.8,5.2,6.2,5.0,0,1,1,0,1,2,True
NA1_5220208867,5.6,6.0,3.8,5.8,0,2,0,1,0,2,False
NA1_5220209186,5.6,3.8,5.6,6.6,2,0,1,1,0,1,False
NA1_5220209186,5.4,4.4,5.0,5.2,0,1,0,2,1,1,True
NA1_5220209312,5.4,4.6,6.4,4.8,0,1,1,2,0,1,True
NA1_5220209312,5.0,5.0,6.0,6.6,0,0,0,1,2,2,False
NA1_5220209359,4.8,5.6,5.2,4.4,1,1,2,0,0,1,False
NA1_5220209359,3.8,4.0,5.4,6.2,0,0,3,0,2,0,True
NA1_5220210988,5.6,4.0,4.2,5.2,1,2,0,1,0,1,False
NA1_5220210988,4.8,4.2,6.8,4.6,0,1,2,1,1,0,True
NA1_5220211103,4.2,4.6,6.2,5.8,1,2,1,0,0,1,True
NA1_5220211103,4.6,3.8,6.4,4.0,0,1,2,1,1,0,False
NA1_5220211494,5.6,5.6,5.2,5.2,0,2,0,1,2,0,False
NA1_5220211494,4.8,3.8,7.0,5.6,1,0,1,2,1,0,True
NA1_5220211714,5.6,2.8,4.2,5.4,0,0,1,3,0,1,False
NA1_5220211714,4.4,6.4,5.2,4.8,0,0,1,2,0,2,True
NA1_5220211879,5.4,5.6,4.0,4.8,0,1,0,1,2,1,True
NA1_5220211879,5.4,3.0,6.4,6.2,0,0,3,1,1,0,False
NA1_5220211984,7.8,5.4,3.0,5.2,0,2,0,2,0,1,False
NA1_5220211984,6.0,3.0,4.4,7.0,0,1,1,2,1,0,True
NA1_5220212668,5.4,4.4,5.0,5.2,0,1,0,3,1,0,False
NA1_5220212668,5.2,4.4,5.4,5.8,0,3,0,1,1,0,True
NA1_5220213216,3.8,4.0,7.0,6.0,0,1,3,0,0,1,True
NA1_5220213216,5.4,3.2,6.0,4.2,0,2,1,2,0,0,False
NA1_5220213253,5.6,4.8,5.6,6.0,0,2,3,0,0,0,False
NA1_5220213253,5.4,3.8,5.2,5.2,0,0,2,2,1,0,True
NA1_5220213427,6.4,4.6,4.6,4.6,0,1,1,2,0,1,False
NA1_5220213427,6.8,4.2,3.6,4.4,2,0,1,1,0,1,True
NA1_5220213578,5.4,4.4,5.2,6.2,0,1,2,2,0,0,False
NA1_5220213578,3.2,2.6,8.4,7.0,1,0,3,1,0,0,True
NA1_5220214421,3.0,5.2,4.6,3.4,0,1,2,0,1,1,False
NA1_5220214421,6.2,5.8,4.6,4.6,0,2,1,1,0,1,True
NA1_5220215910,5.6,5.2,4.8,5.8,1,0,1,1,1,1,False
NA1_5220215910,4.6,4.8,5.8,5.4,0,2,1,1,1,0,True
NA1_5220216087,5.2,2.6,5.6,6.8,0,1,3,1,0,0,False
NA1_5220216087,5.4,5.4,5.2,4.8,0,2,1,1,0,1,True
NA1_5220216328,4.6,4.2,6.2,5.6,1,0,1,2,0,1,False
NA1_5220216328,3.2,4.6,4.8,5.2,0,1,2,0,1,1,True
NA1_5220216346,7.2,3.2,4.2,5.8,1,1,0,3,0,0,False
NA1_5220216346,3.4,3.2,6.6,5.2,1,0,3,0,0,1,True
NA1_5220216683,4.4,7.0,6.0,5.2,0,1,1,0,0,3,False
NA1_5220216683,5.8,4.0,4.8,6.8,0,0,1,3,0,1,True
NA1_5220216722,6.2,5.6,4.4,4.2,0,1,0,2,0,2,True
NA1_5220216722,5.2,4.6,4.4,5.0,1,1,0,2,0,1,False
NA1_5220217090,5.4,4.8,6.2,5.8,1,2,1,1,0,0,False
NA1_5220217090,5.8,4.2,5.4,4.6,0,1,1,2,0,1,True
NA1_5220217283,6.8,5.0,4.4,5.6,0,2,1,1,0,1,False
NA1_5220217283,3.2,3.8,5.8,5.4,0,0,2,1,2,0,True
NA1_5220217600,3.6,3.8,5.6,5.6,0,0,3,1,1,0,True
NA1_5220217600,4.4,4.4,5.0,4.8,0,2,0,1,2,0,False
NA1_5220217912,5.8,5.0,5.2,7.0,1,1,1,0,1,1,False
NA1_5220217912,4.4,3.6,7.2,4.4,0,1,2,0,1,1,True
NA1_5220218028,6.8,4.8,4.8,4.6,0,1,0,3,0,1,True
NA1_5220218028,7.0,4.2,4.6,5.8,0,3,1,1,0,0,False
NA1_5220218445,3.8,5.0,8.0,5.8,0,1,2,0,1,1,False
NA1_5220218445,8.2,3.6,3.4,4.6,0,3,0,2,0,0,True
NA1_5220218856,3.8,4.6,5.6,4.0,0,2,2,0,0,1,False
NA1_5220218856,4.2,3.6,7.4,5.6,1,0,1,1,2,0,True
NA1_5220219447,4.2,4.2,6.4,5.8,0,0,1,2,1,1,False
NA1_5220219447,4.2,5.8,5.8,5.2,0,1,1,0,1,2,True
NA1_5220220478,5.0,5.6,6.0,4.6,1,2,1,0,1,0,True
NA1_5220220478,5.4,4.4,6.4,6.2,1,0,1,1,2,0,False
NA1_5220220660,7.0,5.2,4.4,4.8,1,2,0,1,0,1,False
NA1_5220220660,7.2,3.6,4.2,3.2,1,1,1,2,0,0,True
NA1_5220220817,5.2,4.8,5.4,7.2,0,1,2,1,0,1,True
NA1_5220220817,5.2,3.4,3.8,5.2,0,0,1,3,0,1,False
NA1_5220221064,6.2,5.2,4.2,3.8,0,1,0,3,0,1,False
NA1_5220221064,6.0,4.8,5.6,5.6,0,2,1,1,1,0,True
NA1_5220221583,4.4,4.6,6.0,7.0,1,1,1,0,1,1,True
NA1_5220221583,3.8,4.2,6.8,3.6,0,0,1,1,2,1,False
NA1_5220221818,3.8,5.6,6.6,5.6,0,0,2,1,1,1,True
NA1_5220221818,7.4,4.0,3.4,6.6,1,1,0,2,0,1,False
NA1_5220221842,5.2,4.0,5.0,4.4,0,0,1,2,1,1,True
NA1_5220221842,6.2,3.4,5.6,5.2,0,2,1,1,1,0,False
NA1_5220221907,3.2,4.8,5.2,4.6,0,1,2,0,1,1,False
NA1_5220221907,6.8,4.6,5.4,5.2,0,3,0,1,1,0,True
NA1_5220222116,8.8,3.0,3.0,5.4,2,0,0,2,1,0,False
NA1_5220222116,5.6,4.6,4.0,4.8,0,0,1,3,0,1,True
NA1_5220222261,5.6,4.6,5.2,5.2,0,1,2,0,1,1,True
NA1_5220222261,4.6,4.0,6.6,6.0,0,2,1,1,1,0,False
NA1_5220222336,6.2,4.0,4.4,6.2,0,0,1,2,1,1,False
NA1_5220222336,4.6,3.4,5.8,6.0,1,1,3,0,0,0,True
NA1_5220222372,4.6,5.2,5.8,5.8,1,1,1,0,1,1,True
NA1_5220222372,5.8,4.6,5.8,6.2,0,1,2,1,1,0,False
NA1_5220222746,5.0,5.0,7.0,4.4,0,1,2,1,0,1,False
NA1_5220223635,4.4,4.4,3.4,3.8,0,1,2,0,1,1,True
NA1_5220223635,5.0,4.2,5.2,5.4,1,0,0,2,1,1,False
NA1_5220224217,6.0,4.6,5.4,5.0,0,0,0,2,1,2,True
NA1_5220224217,6.4,5.2,4.0,4.6,1,1,1,1,0,1,False
NA1_5220224627,5.8,3.8,5.0,4.6,0,1,1,2,1,0,False
NA1_5220224627,6.4,3.6,4.6,4.0,0,2,1,2,0,0,True
NA1_5220224642,5.8,4.4,5.2,5.6,1,1,1,2,0,0,True
NA1_5220224642,4.4,5.0,3.8,4.4,0,0,1,1,1,2,False
NA1_5220225203,4.8,3.8,5.4,5.2,0,1,2,1,1,0,False
NA1_5220225203,5.2,3.6,7.0,6.4,1,0,3,1,0,0,True
NA1_5220225622,4.2,3.4,6.8,5.8,1,0,2,0,2,0,True
NA1_5220225622,4.8,4.6,6.2,6.4,0,1,2,2,0,0,False
NA1_5220226310,6.0,4.6,4.2,4.4,0,1,1,2,0,1,False
NA1_5220226310,6.6,4.2,4.2,5.0,0,1,1,2,0,1,True
NA1_5220226377,4.6,4.0,6.0,6.6,0,0,2,1,1,1,False
NA1_5220226377,3.8,5.0,7.4,5.4,0,0,2,0,2,1,True
NA1_5220226483,4.4,5.2,5.6,5.8,0,3,0,1,0,1,False
NA1_5220226483,7.4,4.4,3.4,5.8,0,1,1,3,0,0,True
NA1_5220226533,4.8,5.6,6.0,4.6,0,2,0,0,2,1,True
NA1_5220226533,5.6,3.0,6.2,6.6,0,1,2,2,0,0,False
NA1_5220226906,4.6,4.0,7.0,7.0,1,0,2,1,0,1,False
NA1_5220226906,7.4,4.0,2.2,5.6,1,1,0,2,0,1,True
NA1_5220226957,4.2,3.6,7.8,5.2,1,0,2,1,0,1,False
NA1_5220226957,7.0,4.0,4.2,3.4,0,3,0,1,1,0,True
NA1_5220227059,5.0,4.6,5.4,4.8,0,0,1,2,1,1,True
NA1_5220227059,5.6,3.4,5.4,7.6,2,2,0,1,0,0,False
NA1_5220227474,3.4,4.4,4.4,2.4,0,0,1,1,1,2,False
NA1_5220227474,4.8,4.8,6.6,6.4,1,2,1,0,1,0,True
NA1_5220227531,6.4,4.0,4.0,4.8,0,2,1,2,0,0,True
NA1_5220227531,5.8,3.6,6.6,6.0,0,1,1,2,1,0,False
NA1_5220227591,6.8,5.4,4.2,5.4,0,1,1,1,1,1,False
NA1_5220227591,4.8,4.6,6.0,5.6,0,2,1,0,1,1,True
NA1_5220228405,4.2,3.8,8.2,7.0,0,0,3,1,1,0,False
NA1_5220228405,5.8,4.4,4.2,5.4,0,3,2,0,0,0,True
NA1_5220228977,5.2,3.6,7.0,5.0,1,0,1,2,0,1,False
NA1_5220228977,6.0,5.6,6.0,6.2,0,1,2,1,0,1,True
NA1_5220230046,2.6,5.4,8.0,7.0,0,1,2,0,1,1,False
NA1_5220230046,6.6,2.8,3.2,5.4,0,2,1,1,0,1,True
NA1_5220231183,4.4,4.0,7.4,6.2,1,1,3,0,0,0,False
NA1_5220231183,6.2,4.0,5.2,6.2,0,3,0,1,1,0,True
NA1_5220232430,7.4,3.2,4.4,5.8,2,1,0,2,0,0,True
NA1_5220232430,2.6,4.6,5.4,4.0,0,0,1,1,2,1,False
NA1_5220232645,3.6,3.0,6.6,5.6,0,1,2,1,0,1,True
NA1_5220232645,6.4,4.4,5.4,6.8,0,1,1,2,0,1,False
NA1_5220232765,5.0,6.0,4.8,4.8,0,1,1,1,0,2,True
NA1_5220232765,7.2,4.2,4.6,4.4,0,3,0,2,0,0,False
NA1_5220232973,5.4,4.4,5.8,5.8,1,0,1,2,1,0,True
NA1_5220232973,5.4,4.8,6.2,5.6,0,1,1,1,1,1,False
NA1_5220233038,5.0,5.4,5.8,6.8,0,3,1,0,0,1,False
NA1_5220233038,4.8,4.6,5.2,6.2,0,1,2,0,1,1,True
NA1_5220233769,6.0,3.6,5.2,5.0,0,1,1,1,1,1,False
NA1_5220233769,4.8,5.4,5.0,6.6,0,3,2,0,0,0,True
NA1_5220234089,4.6,3.8,7.0,7.2,0,0,2,1,1,1,True
NA1_5220234089,4.4,4.6,5.6,5.8,0,2,2,1,0,0,False
NA1_5220234120,3.4,3.4,5.6,5.0,1,1,1,0,1,1,True
NA1_5220234120,4.8,4.0,6.8,6.2,0,2,2,1,0,0,False
NA1_5220234410,8.4,3.6,2.8,4.6,0,2,0,2,1,0,False
NA1_5220234410,6.6,3.6,6.0,5.4,1,1,1,2,0,0,True
NA1_5220234839,4.6,4.0,6.0,6.4,0,1,3,1,0,0,True
NA1_5220234985,7.2,4.6,4.6,6.0,1,2,1,0,0,1,True
NA1_5220234985,4.0,5.6,6.0,5.4,0,1,2,1,0,1,False
NA1_5220235629,6.0,4.4,4.8,6.2,1,1,2,1,0,0,True
NA1_5220235629,4.6,3.8,5.6,4.6,0,1,2,0,2,0,False
NA1_5220235879,5.0,5.2,5.2,6.2,0,0,1,2,0,2,True
NA1_5220235879,5.4,4.4,4.6,5.6,0,2,2,1,0,0,False
NA1_5220235918,5.6,5.0,5.0,4.2,1,1,0,1,0,2,False
NA1_5220235918,4.8,4.6,6.2,6.0,0,0,2,2,0,1,True
NA1_5220235944,6.2,4.4,4.4,4.4,1,2,0,1,0,1,True
NA1_5220235944,5.6,5.4,5.0,5.0,0,1,1,1,0,2,False
NA1_5220236817,4.8,4.4,5.8,6.8,0,1,2,1,0,1,True
NA1_5220236817,5.8,3.6,5.4,6.0,1,1,1,2,0,0,False
NA1_5220236848,4.6,4.2,7.0,6.2,2,0,1,0,1,1,False
NA1_5220237580,4.6,5.0,6.0,6.6,1,0,1,0,2,1,False
NA1_5220237580,4.6,5.8,5.6,5.8,0,1,2,0,0,2,True
NA1_5220237637,6.6,5.2,4.2,5.0,0,2,0,2,0,1,False
NA1_5220237637,3.6,4.4,3.2,4.0,0,1,1,1,1,1,True
NA1_5220237681,6.8,5.0,4.6,5.0,1,1,0,2,0,1,True
NA1_5220237681,4.0,5.0,6.2,6.6,1,1,2,0,0,1,False
NA1_5220237928,6.2,3.0,4.6,7.0,0,1,1,2,1,0,False
NA1_5220237928,5.6,5.0,5.8,6.4,0,1,2,1,0,1,True
NA1_5220238317,7.0,4.6,5.4,5.6,0,2,1,2,0,0,False
NA1_5220238317,5.6,3.8,5.6,6.4,1,0,1,1,2,0,True
NA1_5220238846,6.4,2.6,5.2,6.2,0,1,1,2,1,0,False
NA1_5220238846,6.2,3.8,5.0,4.2,0,1,0,2,1,1,True
NA1_5220239465,7.0,3.6,3.4,6.4,1,0,0,3,1,0,False
NA1_5220239465,6.6,4.8,4.6,4.8,1,1,1,2,0,0,True
NA1_5220240514,6.2,3.6,5.2,6.8,0,0,1,2,1,1,True
NA1_5220240514,6.8,3.8,4.0,6.0,0,2,0,3,0,0,False
NA1_5220240757,6.4,3.2,5.4,5.0,0,0,1,3,0,1,False
NA1_5220240757,6.2,4.8,5.4,5.2,0,2,0,1,2,0,True
NA1_5220241262,4.6,3.8,5.6,5.2,1,1,2,0,1,0,False
NA1_5220241262,7.6,2.6,3.6,4.8,0,1,1,3,0,0,True
NA1_5220241804,6.2,5.0,5.2,4.8,1,0,0,2,1,1,False
NA1_5220241804,3.6,4.8,6.2,4.8,0,0,3,1,0,1,True
NA1_5220242014,4.4,4.0,6.4,4.8,0,1,2,0,1,1,True
NA1_5220242014,3.0,4.6,7.6,5.2,0,3,2,0,0,0,False
NA1_5220242473,6.8,6.4,3.4,4.4,0,3,0,1,0,1,False
NA1_5220242473,6.4,4.0,4.6,6.4,1,1,0,2,0,1,True
NA1_5220243400,5.0,4.8,5.8,7.0,1,2,1,0,1,0,False
NA1_5220243400,4.0,3.4,7.4,5.0,0,0,2,1,2,0,True
NA1_5220243569,4.0,3.4,7.0,5.0,0,1,2,1,1,0,False
NA1_5220243569,6.8,4.2,4.8,5.4,0,2,1,2,0,0,True
NA1_5220243575,4.6,3.6,3.6,3.8,0,0,0,2,2,1,False
NA1_5220243575,2.8,2.6,6.0,5.8,0,0,3,2,0,0,True
NA1_5220244159,5.6,4.2,5.4,5.8,0,0,0,1,3,1,False
NA1_5220244159,5.2,4.4,5.2,6.0,0,1,1,1,1,1,True
NA1_5220244198,5.0,6.4,4.6,5.6,0,1,1,0,2,1,False
NA1_5220244198,6.2,5.6,5.4,3.8,0,1,1,1,0,2,True
NA1_5220244460,6.8,3.8,5.2,5.8,2,1,1,1,0,0,False
NA1_5220244507,5.8,5.8,4.6,4.8,0,1,1,1,0,2,False
NA1_5220244507,5.0,4.6,5.6,6.2,0,1,1,1,1,1,True
NA1_5220244718,4.4,3.2,5.0,2.6,1,1,1,1,0,1,True
NA1_5220244718,6.6,5.0,3.4,4.4,0,2,0,1,1,1,False
NA1_5220244837,4.4,2.8,4.2,3.2,0,1,1,3,0,0,False
NA1_5220244837,4.2,5.0,7.0,6.8,0,0,2,1,0,2,True
NA1_5220244859,4.4,6.2,6.0,5.6,0,0,3,1,0,1,True
NA1_5220244859,4.4,3.2,4.2,2.4,1,1,1,2,0,0,False
NA1_5220245329,4.2,5.4,6.4,5.6,1,0,1,0,1,2,False
NA1_5220245329,7.0,3.6,5.6,6.6,0,0,2,2,0,1,True
NA1_5220246027,4.4,5.2,6.6,6.2,0,1,2,1,0,1,True
NA1_5220246027,7.0,5.6,3.2,5.0,1,0,0,1,1,2,False
NA1_5220247134,7.2,4.8,4.0,6.2,1,3,0,1,0,0,False
NA1_5220247134,6.2,5.0,4.6,4.6,0,1,1,1,1,1,True
NA1_5220247147,4.8,4.4,5.6,6.4,0,0,1,2,1,1,False
NA1_5220247147,3.6,4.2,7.2,4.6,0,1,3,1,0,0,True
NA1_5220247584,7.0,3.0,5.8,5.6,1,0,1,3,0,0,True
